ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,bmsy,msy1,fmsy1,umsy1,q1,q2,q3,q4,q5,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,sel_g6,sel_sd6,f
3282.84,0.746974,0.326354,3282.84,3282.84,0.058824,1.47059, 27759.1, 27759.1, 8905.87, 1927.91, 0.29, 0.251736,0.0656938,0.0472968,0.0820329,0.00291348,0.0078608,20766.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,264.113
3271.55,0.694036,0.313207,3271.55,3271.55,0.058824,1.47059, 29531.2, 29531.2, 9759.23, 1865.44, 0.25, 0.221199,0.0579368,0.0436068,0.0769812,0.00293644,0.00694948,24000.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.963
3127.97,0.945011,0.321038,3127.97,3127.97,0.058824,1.47059, 27148.2, 27148.2, 7433.75, 2205.13, 0.42, 0.342953,0.0614404,0.0470441,0.081514,0.00292766,0.00760685,17956.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,266.855
2697.77,0.750891,0.285726,2697.77,2697.77,0.058824,1.47059, 28191.9, 28191.9, 9011.31, 1744.13, 0.25, 0.221199,0.0669892,0.0501413,0.0881456,0.003394,0.00779558,18487.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.749
3461.72,0.844869,0.321972,3461.72,3461.72,0.058824,1.47059, 29906.5, 29906.5, 9041.55, 2248.42, 0.34, 0.28823,0.0573334,0.0451445,0.0808243,0.00243074,0.00749956,19767,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.59
2911.49,0.894498,0.310672,2911.49,2911.49,0.058824,1.47059, 26622.9, 26622.9, 7698.05, 2019.1, 0.36, 0.302324,0.0735268,0.0545066,0.0959218,0.00312179,0.00902461,17819,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.793
2966.78,0.860942,0.307049,2966.78,2966.78,0.058824,1.47059, 27640, 27640, 8268.97, 2018.14, 0.33, 0.281076,0.0688095,0.0459079,0.0806199,0.00306066,0.00781025,22538,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.977
3318.01,0.569457,0.310942,3318.01,3318.01,0.058824,1.47059, 30298.4, 30298.4, 11269.6, 1602.98, 0.18, 0.16473,0.0670649,0.0502125,0.0895589,0.00281065,0.00837954,24766.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.516
3421.01,0.819377,0.338211,3421.01,3421.01,0.058824,1.47059, 27336.9, 27336.9, 8306.24, 2101.68, 0.35, 0.295312,0.0636129,0.0489647,0.0844325,0.00275862,0.00797383,16608.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.064
2584.23,0.959156,0.295421,2584.23,2584.23,0.058824,1.47059, 25604.2, 25604.2, 6908.1, 1950.09, 0.39, 0.322943,0.0725,0.0520226,0.0901621,0.0033735,0.00838736,19239.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,280.506
2552.66,0.808185,0.296904,2552.66,2552.66,0.058824,1.47059, 25090.2, 25090.2, 7738.77, 1697.62, 0.29, 0.251736,0.071635,0.0530601,0.0937048,0.0029576,0.00900023,21877.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.177
2690.62,0.906327,0.301297,2690.62,2690.62,0.058824,1.47059, 25833.8, 25833.8, 7304.44, 1923.87, 0.36, 0.302324,0.0748008,0.0608267,0.108096,0.0031074,0.0100629,20681.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,266.664
3260.07,0.866768,0.331957,3260.07,3260.07,0.058824,1.47059, 26832.4, 26832.4, 7946.2, 2112.58, 0.37, 0.309266,0.0612458,0.0461722,0.0792912,0.00250116,0.00753368,20694.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,260.614
2703.91,0.763485,0.288877,2703.91,2703.91,0.058824,1.47059, 27765.1, 27765.1, 8779.75, 1756.73, 0.26, 0.228948,0.0743246,0.0566857,0.0997248,0.00344653,0.00914426,19260.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.679
2625.44,0.875319,0.2934,2625.44,2625.44,0.058824,1.47059, 26298.8, 26298.8, 7596.76, 1865.45, 0.33, 0.281076,0.0703441,0.0557727,0.0988928,0.00316956,0.00912008,15953.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.896
2823.08,0.803344,0.310558,2823.08,2823.08,0.058824,1.47059, 25829.6, 25829.6, 8068.82, 1811.65, 0.3, 0.259182,0.0727017,0.0484602,0.0840703,0.00320307,0.00827961,16599.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,264.477
2478.77,0.778159,0.284446,2478.77,2478.77,0.058824,1.47059, 26089.7, 26089.7, 8237.98, 1651.66, 0.26, 0.228948,0.0765625,0.0625515,0.111289,0.00324144,0.0100007,16572.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,275.327
2986.44,0.88289,0.314908,2986.44,2986.44,0.058824,1.47059, 26726.3, 26726.3, 7764.97, 2032.82, 0.36, 0.302324,0.0696859,0.0479472,0.0836306,0.0034231,0.00794682,19777.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,252.187
3409.27,0.824152,0.336984,3409.27,3409.27,0.058824,1.47059, 27400.3, 27400.3, 8328.96, 2108.57, 0.35, 0.295312,0.0622432,0.0517451,0.0914261,0.00267038,0.00823562,22837.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.086
2601.38,0.855701,0.33289,2601.38,2601.38,0.058824,1.47059, 21315.9, 21315.9, 6272.82, 1667.01, 0.37, 0.309266,0.0733228,0.0623142,0.110972,0.00328917,0.00976427,13905.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.536
2473.24,0.544612,0.284777,2473.24,2473.24,0.058824,1.47059, 25983.2, 25983.2, 9421.19, 1216.8, 0.16, 0.147856,0.0876564,0.0536049,0.0907099,0.00401499,0.00914693,16777.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.635
3215.31,0.847677,0.333412,3215.31,3215.31,0.058824,1.47059, 26281.2, 26281.2, 7873.39, 2044.36, 0.36, 0.302324,0.0696289,0.0486756,0.0860375,0.00314103,0.0082543,21211.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.435
3052.42,0.660523,0.302323,3052.42,3052.42,0.058824,1.47059, 29149.3, 29149.3, 9997.61, 1713.26, 0.22, 0.197481,0.0697166,0.0517131,0.0907844,0.00294343,0.00847439,19895.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.607
3178.01,0.577373,0.314782,3178.01,3178.01,0.058824,1.47059, 28458.8, 28458.8, 10337.6, 1542.28, 0.19, 0.173041,0.0698098,0.0509931,0.0893657,0.00305858,0.00835158,19051.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,266.431
3324.41,0.643398,0.352114,3324.41,3324.41,0.058824,1.47059, 24926.6, 24926.6, 8761.72, 1645.59, 0.25, 0.221199,0.0579461,0.0454745,0.0809079,0.00270462,0.00737839,18526.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.845
2646.34,0.793854,0.296107,2646.34,2646.34,0.058824,1.47059, 26122.6, 26122.6, 8175.4, 1740.03, 0.28, 0.244216,0.0814054,0.0589065,0.104145,0.00354394,0.00981068,16646.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,250.354
3305.17,0.72249,0.320086,3305.17,3305.17,0.058824,1.47059, 28821.8, 28821.8, 9398.76, 1916.82, 0.27, 0.236621,0.0643923,0.0501478,0.0884151,0.00280288,0.00814194,17583.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.955
2402.5,0.814864,0.287852,2402.5,2402.5,0.058824,1.47059, 24810.6, 24810.6, 7689.12, 1642.66, 0.28, 0.244216,0.0839531,0.0588084,0.101585,0.00372755,0.00975379,13882.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.724
2578.56,0.943861,0.273521,2578.56,2578.56,0.058824,1.47059, 28894.3, 28894.3, 7993.61, 2031.36, 0.34, 0.28823,0.0781677,0.0572103,0.098429,0.0035856,0.00933518,17065.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.776
3662.65,0.649932,0.326386,3662.65,3662.65,0.058824,1.47059, 30965.8, 30965.8, 10907, 1924, 0.23, 0.205466,0.0526988,0.0408835,0.0718877,0.00247227,0.006586,23136,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,253.93
2730.82,0.868797,0.299704,2730.82,2730.82,0.058824,1.47059, 26442.5, 26442.5, 7765.87, 1901.59, 0.33, 0.281076,0.0721061,0.0540297,0.0962306,0.00350401,0.00869313,20947.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.945
2452.66,0.612078,0.300222,2452.66,2452.66,0.058824,1.47059, 23683.7, 23683.7, 8234.71, 1295.91, 0.2, 0.181269,0.0799459,0.0714461,0.12652,0.00339539,0.0112588,12592.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.72
3423.85,0.880985,0.324401,3423.85,3423.85,0.058824,1.47059, 29228.5, 29228.5, 8547.72, 2280.11, 0.37, 0.309266,0.0670637,0.0467865,0.0810255,0.00302596,0.00777588,21053,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.646
4147.94,0.784973,0.322762,4147.94,4147.94,0.058824,1.47059, 35695.7, 35695.7, 11092.9, 2548.14, 0.31, 0.266553,0.0561454,0.0402697,0.0701663,0.00252582,0.0065657,25439.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.95
4218.15,0.645042,0.327932,4218.15,4218.15,0.058824,1.47059, 35395.9, 35395.9, 12451.3, 2194.86, 0.23, 0.205466,0.053216,0.0396894,0.0701347,0.00257213,0.0063106,27185.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.306
2525.64,0.629135,0.289785,2525.64,2525.64,0.058824,1.47059, 25805, 25805, 8859.34, 1400.9, 0.2, 0.181269,0.0808607,0.0665868,0.115527,0.00328757,0.0105029,14985.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.654
2543.6,0.674218,0.289847,2543.6,2543.6,0.058824,1.47059, 25979.6, 25979.6, 8674.67, 1495.06, 0.22, 0.197481,0.0883195,0.0644482,0.113121,0.00394573,0.0105865,15926.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.788
3014.27,0.739723,0.304365,3014.27,3014.27,0.058824,1.47059, 28477.9, 28477.9, 9277.26, 1843.28, 0.26, 0.228948,0.0715217,0.052406,0.091811,0.00329736,0.00846518,19114.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.378
2284.39,0.793343,0.279451,2284.39,2284.39,0.058824,1.47059, 24734.6, 24734.6, 7781.39, 1563.66, 0.26, 0.228948,0.0958326,0.063973,0.108723,0.00410501,0.0108804,15442.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,279.484
3384.2,0.630338,0.306126,3384.2,3384.2,0.058824,1.47059, 31680.4, 31680.4, 11034.9, 1810.19, 0.21, 0.189416,0.0590428,0.0357847,0.0630034,0.00255518,0.00633386,31917.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,279.152
3387.17,0.657711,0.342135,3387.17,3387.17,0.058824,1.47059, 26577, 26577, 9227.9, 1740.96, 0.25, 0.221199,0.0575089,0.0410092,0.0722357,0.00253474,0.00684287,22178.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,281.7
2753.94,0.746898,0.298154,2753.94,2753.94,0.058824,1.47059, 26887.6, 26887.6, 8637.95, 1721.1, 0.26, 0.228948,0.074041,0.0517203,0.0911779,0.00338006,0.00884835,18034.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.935
2896.26,0.532793,0.329419,2896.26,2896.26,0.058824,1.47059, 24129.8, 24129.8, 8944.02, 1261.46, 0.18, 0.16473,0.0785922,0.0545844,0.095,0.00331815,0.00921422,15975.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.968
3322.3,0.91922,0.308731,3322.3,3322.3,0.058824,1.47059, 30684.1, 30684.1, 8590.07, 2359.25, 0.38, 0.316139,0.0680408,0.0451236,0.0779137,0.00308054,0.00762413,22507.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.349
2348.86,0.870341,0.285359,2348.86,2348.86,0.058824,1.47059, 24596.2, 24596.2, 7255.9, 1694.99, 0.31, 0.266553,0.0741564,0.06333,0.112033,0.00329245,0.00988644,14144.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.746
3007.48,0.82102,0.322308,3007.48,3007.48,0.058824,1.47059, 25939.4, 25939.4, 7886.72, 1911.77, 0.33, 0.281076,0.0754845,0.0524654,0.0899202,0.00343813,0.00875717,18771.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.713
3461.94,0.463105,0.32325,3461.94,3461.94,0.058824,1.47059, 29720.9, 29720.9, 11728.4, 1314.16, 0.14, 0.130642,0.0682894,0.0520459,0.0900251,0.00288565,0.00839516,18974.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.35
2745.13,0.644984,0.289762,2745.13,2745.13,0.058824,1.47059, 28051.1, 28051.1, 9838.24, 1555.71, 0.2, 0.181269,0.0837241,0.0728078,0.126032,0.00336676,0.0112724,12890.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,273.067
3223.47,0.678566,0.325951,3223.47,3223.47,0.058824,1.47059, 27310.6, 27310.6, 9242.41, 1756.49, 0.25, 0.221199,0.0699188,0.0531879,0.0941353,0.00313799,0.00872672,18845.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.667
3375.35,0.806002,0.321672,3375.35,3375.35,0.058824,1.47059, 29203.7, 29203.7, 8974.46, 2119.56, 0.32, 0.273851,0.0617137,0.048758,0.0845519,0.00294365,0.00769428,18575.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,260.134
2831.76,0.618968,0.305811,2831.76,2831.76,0.058824,1.47059, 26552.3, 26552.3, 9505.35, 1492.05, 0.2, 0.181269,0.0629645,0.0447348,0.0778275,0.00297125,0.0072472,19436.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,296.158
3231.36,0.780219,0.310946,3231.36,3231.36,0.058824,1.47059, 29506.6, 29506.6, 9300.88, 2027.42, 0.29, 0.251736,0.0568469,0.0431549,0.0758202,0.00258975,0.00687184,18937,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.136
2802.98,0.639866,0.311159,2802.98,2802.98,0.058824,1.47059, 25567.1, 25567.1, 8797.49, 1501.53, 0.22, 0.197481,0.0678079,0.0537625,0.0935808,0.00298826,0.00864832,15327.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.863
3264.77,0.831369,0.327104,3264.77,3264.77,0.058824,1.47059, 27505.9, 27505.9, 8356.9, 2073.42, 0.34, 0.28823,0.0573448,0.047786,0.0837863,0.00255987,0.00747673,17452,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.776
2640.57,0.958263,0.302542,2640.57,2640.57,0.058824,1.47059, 25187.2, 25187.2, 6815.85, 1958.48, 0.4, 0.32968,0.0792995,0.0573098,0.0999843,0.00371601,0.00943056,15845.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.422
3095.63,0.801364,0.302582,3095.63,3095.63,0.058824,1.47059, 29521.7, 29521.7, 9227.46, 2019.01, 0.29, 0.251736,0.0659473,0.054257,0.0957969,0.00315235,0.00848787,17660,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.902
2779.27,0.885916,0.305804,2779.27,2779.27,0.058824,1.47059, 26061, 26061, 7539.08, 1935.24, 0.35, 0.295312,0.0793711,0.0561119,0.0980016,0.00347446,0.00943229,18682.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.098
3111.95,0.841904,0.299555,3111.95,3111.95,0.058824,1.47059, 30156.9, 30156.9, 9129.54, 2119.1, 0.31, 0.266553,0.0784693,0.0502613,0.0886146,0.003579,0.00859683,18382.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,250.447
3235.37,0.556244,0.323222,3235.37,3235.37,0.058824,1.47059, 27779.6, 27779.6, 10523.5, 1488.44, 0.18, 0.16473,0.0636295,0.0491673,0.0871179,0.00277095,0.00816471,19032,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.815
3041.65,0.568458,0.316993,3041.65,3041.65,0.058824,1.47059, 26936.2, 26936.2, 9713.47, 1447.7, 0.19, 0.173041,0.070531,0.0619397,0.108105,0.00309358,0.00972218,16165.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.071
2855.96,0.676269,0.305721,2855.96,2855.96,0.058824,1.47059, 26791.8, 26791.8, 9107.54, 1621.73, 0.23, 0.205466,0.0662621,0.0522961,0.0912574,0.00322722,0.00802694,17391,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.352
2668.57,0.636474,0.296696,2668.57,2668.57,0.058824,1.47059, 26258.7, 26258.7, 9330.55, 1470.74, 0.2, 0.181269,0.0837748,0.0621322,0.108142,0.00362747,0.0101435,15604.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.049
2760.01,0.747671,0.296775,2760.01,2760.01,0.058824,1.47059, 27147, 27147, 8686.31, 1731.82, 0.26, 0.228948,0.0784109,0.0601122,0.105308,0.00359249,0.0096276,16006.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,253.803
2709.43,0.625526,0.292576,2709.43,2709.43,0.058824,1.47059, 27262.4, 27262.4, 9406.32, 1485.49, 0.2, 0.181269,0.0691347,0.0547397,0.0965603,0.00327674,0.00865423,15721.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.42
3487.76,0.962173,0.322206,3487.76,3487.76,0.058824,1.47059, 30096.8, 30096.8, 8219.41, 2484.05, 0.43, 0.349491,0.0598138,0.0415592,0.0727282,0.00297411,0.00676792,24089.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.631
3552.1,0.681843,0.326135,3552.1,3552.1,0.058824,1.47059, 30067.9, 30067.9, 10221.5, 1942.39, 0.25, 0.221199,0.0625111,0.0474899,0.0832812,0.00285464,0.00769071,21019.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,250.843
3649.47,0.830372,0.326525,3649.47,3649.47,0.058824,1.47059, 30833.6, 30833.6, 9342.33, 2318.51, 0.34, 0.28823,0.0611988,0.0421057,0.0728625,0.00311658,0.0069737,27754.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,250.69
2753.72,0.58241,0.292075,2753.72,2753.72,0.058824,1.47059, 27784, 27784, 9886.47, 1418.5, 0.18, 0.16473,0.0756769,0.0528671,0.0919073,0.00359441,0.00870257,16610.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.548
2931.92,0.786596,0.290202,2931.92,2931.92,0.058824,1.47059, 29887.4, 29887.4, 9393.78, 1941.88, 0.27, 0.236621,0.0680744,0.0509014,0.0879899,0.003215,0.00816846,17412.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.749
2567.64,0.562711,0.293307,2567.64,2567.64,0.058824,1.47059, 25733, 25733, 9388.71, 1277.4, 0.17, 0.156335,0.0740103,0.0607988,0.107657,0.00372021,0.00940514,16131.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.612
2963.2,0.53082,0.32254,2963.2,2963.2,0.058824,1.47059, 25528.2, 25528.2, 9717.9, 1304.51, 0.17, 0.156335,0.0695269,0.0530137,0.0945059,0.00323369,0.00871956,18129.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.194
3178.84,0.933628,0.305327,3178.84,3178.84,0.058824,1.47059, 29882.1, 29882.1, 8361.64, 2299.98, 0.38, 0.316139,0.0651903,0.0414645,0.0732176,0.00296259,0.00716845,25852.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.587
3811.74,0.989353,0.332355,3811.74,3811.74,0.058824,1.47059, 31313.4, 31313.4, 8249.98, 2711.25, 0.48, 0.381217,0.0562133,0.0400793,0.0703508,0.00274525,0.00662953,24340.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.357
3861.32,0.723193,0.348558,3861.32,3861.32,0.058824,1.47059, 29420, 29420, 9584.85, 2115.72, 0.3, 0.259182,0.058174,0.0384659,0.0671561,0.00280915,0.00645098,24475.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.655
3077.38,0.859453,0.30612,3077.38,3077.38,0.058824,1.47059, 28809.1, 28809.1, 8581.26, 2095.23, 0.33, 0.281076,0.0751355,0.0492572,0.0851443,0.00327795,0.00846508,19029.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.49
3397.16,0.838161,0.312666,3397.16,3397.16,0.058824,1.47059, 30749.5, 30749.5, 9194.4, 2238.37, 0.33, 0.281076,0.062232,0.0410668,0.071665,0.00302252,0.00671821,24026.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.214
3035.45,0.602987,0.324624,3035.45,3035.45,0.058824,1.47059, 25884.6, 25884.6, 9223.3, 1500.28, 0.21, 0.189416,0.0808129,0.0620443,0.110071,0.0034024,0.0103085,15291.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.444
3490.46,0.701416,0.333633,3490.46,3490.46,0.058824,1.47059, 28500.3, 28500.3, 9485.27, 1922.69, 0.27, 0.236621,0.0604289,0.0428135,0.0766119,0.00295622,0.00710117,27065.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.958
3027.12,0.700473,0.32002,3027.12,3027.12,0.058824,1.47059, 26405.8, 26405.8, 8684.64, 1713.35, 0.26, 0.228948,0.0617308,0.0468365,0.0832908,0.00294279,0.0075852,18270.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,264.41
2824.99,0.804914,0.304557,2824.99,2824.99,0.058824,1.47059, 26662.9, 26662.9, 8173.74, 1840.17, 0.3, 0.259182,0.0715389,0.0502754,0.0874559,0.00321821,0.00819309,20375.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,268.705
2349.61,0.715139,0.295571,2349.61,2349.61,0.058824,1.47059, 23260.7, 23260.7, 7686.94, 1428.38, 0.24, 0.213372,0.0936683,0.0791621,0.140307,0.00407152,0.012467,11260.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,276.373
2892.21,0.581295,0.304208,2892.21,2892.21,0.058824,1.47059, 27347.1, 27347.1, 10132.8, 1445.74, 0.18, 0.16473,0.0684907,0.0572856,0.101615,0.00318646,0.00881092,17860.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.908
2831.32,0.698424,0.299765,2831.32,2831.32,0.058824,1.47059, 27406.7, 27406.7, 9018.24, 1672.57, 0.24, 0.213372,0.0676044,0.0547706,0.0978352,0.00329551,0.00862766,21024.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,277.933
3331.89,0.596279,0.316444,3331.89,3331.89,0.058824,1.47059, 29588, 29588, 10621.2, 1659.11, 0.2, 0.181269,0.0673957,0.0475564,0.0819542,0.00298155,0.0078901,24087.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.356
3337.78,0.559613,0.317381,3337.78,3337.78,0.058824,1.47059, 29501.3, 29501.3, 11029, 1564.12, 0.18, 0.16473,0.0587894,0.0432469,0.0759021,0.00260543,0.00708034,19983.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.414
