rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
1601.65,3807.22,3848.75,2146.77,4104.66,64770.8,9668.46,3364.89,2964.01,1792.2,1252.09,1370,1563.35,3723.15,70337.5,1136.65,1368.01,5624.15,3709.21,6170.69,6075.1,13981.4,1948.61,3682.08,3599.67,6014.98,889.63,14883.1,5545.26,40629.1,1954.55,1040.97,8743.36,8699.05,4181.69,1046.49,1491.53,2436.94,2168.37,2042.3,842.426,783.522,2116.45,9077.02,1402.34,1155.75,2037.54,338.712,1032.23,1820.16,1108.52,6827.36,4579.08,4438.59,2181.76,866.391,1356.48,934.128,2410.11,2124.76,4829.51,5332.96,6274.3
2310.26,2503.57,4167.23,4243.98,1682.97,69956.3,8115.26,2628.58,3199.15,1328.21,4700.44,1521.59,1111.87,5676.93,60662.3,7018.42,15454.5,1899.78,2422.89,6022.94,2644.39,16212.6,2014.08,3777.49,8525.89,1671.61,778.61,4420.89,34666.5,17160,2913.83,4695.44,10762.1,12040.5,2181.1,1502.1,524.694,1712.66,3006.1,2880.37,2823.1,683.415,985.87,6567.62,846.764,3877.67,1305.87,1217.02,1547.43,967.228,1715.52,4289.71,7539.41,1538.28,1196.51,1297.53,2203.9,1714.51,1166.85,1671.85,5093.47,848.313,2986.66
5419.52,2673.09,1096.72,2360.96,3092.72,71825.5,1991.7,2475.67,2386.28,3541.36,2722.05,5115.76,1278.28,4455.54,56930,3916.95,12494.2,8418.73,356.569,9646.78,3181.07,12871.3,1544.57,3120.35,6161.24,6391.95,1508.5,3404.81,37075.2,13953.6,2841.94,3152.41,11595,10010.3,2900.66,717.992,2356.15,1863.02,4506.72,3065.22,693.262,335.767,861.673,9197.55,1631.42,1534.19,1777.86,1509.64,2575.01,457.805,1709.94,11938.2,2877.97,3644.62,953.127,1669.71,1712.04,1558.2,2679.79,2244.86,3296.96,2986.71,2536.65
2060.61,962.405,5122.78,4000.38,2863.1,59388.5,3253.86,2396.7,6441.16,1512.61,2624.88,2292.69,1477.94,3460.86,49656.3,3108.21,4633.23,4342.64,755.218,17486.4,3384.09,13744.8,1836.75,2273.89,4682.56,3117.16,2914.56,6012.61,31446.9,14546.3,716.116,1708.08,6818.79,14728.3,1696.99,1335.51,1247.57,940.238,3796.28,1006.07,1009.65,286.436,1018.29,6467.52,2171.78,615.147,1720.98,1194.28,1057.42,867.05,1220.97,5873.61,3064.29,2203.42,2308.43,714.292,1699.58,644.384,1095.18,1644.52,4205.31,1425.2,1777.3
4696.33,4000.17,1824,3735.29,879.054,56310.8,3799.4,4873.86,2106,1091.17,1522.22,1568.9,2801.82,3370.18,54564.9,2509.5,1573.83,2843.35,2314.73,13832,16191.8,2225.79,1257.93,3328.32,5165.34,2645.84,3407.46,2822.14,25940.2,12819.6,3386.19,3151.73,9106.43,10102.8,4168.54,885.415,440.192,592.069,4623.74,981.168,1081.3,619.621,616.935,5326.85,1391.87,1339.78,797.667,947.117,993.571,1811.97,1946.28,5188.98,5053.98,812.905,534.108,1868.3,2362.11,1011.14,1415.09,909.392,3679.72,3845.91,823.086
3546.4,3373.34,1475.24,1405.46,5990.64,78477.1,3861.51,4038.11,1937.08,3427.48,3194.71,2676.5,2559.39,1070.47,63394.8,3588.24,6248.78,9960.67,3418.2,4295.25,19440.8,1654.88,11878.1,3154.31,2863.71,1181.53,4849.2,7672.68,36715,14375.9,3937.75,8349.73,4691.28,13285.2,5740.33,1727.78,406.991,3079.44,5475.2,1639.13,502.756,621.306,1201.89,10356,4023.19,2002.2,771.091,700.949,677.089,748.453,1968.26,9714.06,8724.35,1393.92,1102.27,2433.16,1158.25,1856.69,2406.4,2299.93,6812.62,2506.88,4006.39
1673.67,1197.47,1805.97,1786.22,3420.3,55385.3,4888.77,1462.2,3194.05,2871.33,2467.01,1926.8,3968.99,1711.3,44383.7,4499.09,3413.66,3167.36,4781.76,13135.1,11898,1088.25,1512.95,3065.83,1440.48,7508.83,2868.95,1984.05,30150.2,15917.1,3832.72,2973.13,9319.18,6995.86,3069.87,1455.21,498.093,3895.22,2074.15,1119.47,410.474,1846.03,1136.87,6381.12,3158.24,1216.19,550.859,1116.3,302.297,1316.65,1192.05,6123.76,5065.39,916.776,1278.16,3213.82,1012.07,1627.22,546.359,1388.31,5507.12,1954.97,1351.94
2935.81,2944.66,3481.7,3641.23,1931.93,55784.2,2921.31,6632.48,2825.82,3378.64,1687.43,2172.2,1489.26,3726.74,58347.1,4123.48,4134.97,5612.28,5110.12,8119.89,12444.2,1465.5,14790.2,1221.84,6116.55,1369.03,2343.45,1727.2,30288.1,19664.1,2024.46,4175.77,6223.96,13233,4323.72,2174.01,2758.08,552.903,1470.42,2985.4,1480.31,2476.28,1087.74,1442.62,7826.75,1681.48,1584.32,1069.62,679.199,297.403,3221.71,6584.34,2609.05,2826.81,1037.3,2057.81,2958.52,830.426,632.386,1698.44,5585.76,3429.31,3251.91
1084.53,4226.8,2781.49,5836.38,1954.41,63177.7,5846.9,5107.9,3509.46,938.772,3336.47,1109.51,3498.02,3270.47,40911.2,2770.53,7248.88,4390.18,12214.9,6447.12,6779.91,1085.88,14041,2804.38,2297.46,1748.8,5037.85,4886.52,25397.4,15038,1556.28,4741.54,15158.2,7404.64,1537.92,721.222,1376.09,997.186,2306.31,2685.05,499.098,989.194,2311.85,923.688,7547.07,3420.9,1291.26,1000.04,457.064,802.844,1926.69,9128.57,3129.43,1614.03,2013.11,2431.75,2822.28,818.104,1097.69,1385.28,3281.57,4699.82,2364.35
6244.74,3362.48,1167.15,2598.95,5695.83,55022.5,2530.81,5259.03,1656.66,3632.51,1236.34,1433.42,3654.33,3411.3,52937.8,3547.54,2883.46,2637.62,6535.45,19117.6,3046.59,914.713,5294.76,6327.58,6237.92,3321.9,1621.38,9272.28,6895.41,35747.5,2058.16,4481.07,10810.4,4630.27,1609.04,995.869,1284.5,2428.91,1970.4,1693.99,2220.9,1783.88,611.969,1347.65,9076.12,2677.65,385.392,800.646,966.511,1112.2,3712.6,4292.67,5861.36,1281.05,3334.24,706.931,999.675,1531.74,2923.94,1607.98,4893.1,11813.6,976.193
5848.04,2570.15,5781.93,1250.47,5417.23,54565.6,13231,4141.48,1643.82,2650.08,667.968,1873.49,4982.39,3634.86,52778.4,10933.8,3689.95,6934.95,8662.32,2397.94,11537.6,3621.8,6733.28,3922.73,1453.58,4394.91,1911.74,8773.25,21211.9,27882.1,1204.32,4008.35,5076.69,7661.61,8416.78,662.12,920.672,2325.61,4947.44,1286.57,1782.73,920.279,1707.02,1185.86,6937.9,2618.29,1663.17,1044.12,2137.98,1730.09,2468.77,5375.96,8466.42,1061.21,1149.63,1811.37,1037.44,1659.45,2739.73,1530.62,7369.12,3637.59,2212.18
2700.09,1479.6,7604.93,614.284,3321.87,46554.8,6567.5,1713.14,4399.14,1317.95,2688.05,1577.87,1639.03,3189.16,36989.3,5743.12,9348.29,3156.89,8430.87,3614.28,4759.75,1575.47,6059.64,6923.39,2534.31,1217.43,3342.42,4967.22,18722,19966.1,814.197,1446.13,9189.91,6423.79,6133.62,501.691,605.613,656.187,2833.33,1286.27,1125.32,620.23,1371.16,5293.15,1362.62,1681.18,1402.47,1284.14,848.792,536.631,2309.16,4873.95,4570.9,682.564,715.539,1154.24,1088.34,1630.16,1000.76,2357.3,4111.6,2798.86,2158.63
4687.5,1744.29,2266.96,1738.34,3357.69,60468.6,6606.14,2533.94,5461.04,980.155,998.227,2648.19,2509.39,3684.61,50795,4717.07,2919.47,4885.81,5892.58,3178.98,17983.6,2986.85,4354.36,4284.43,6531.66,1842.76,4068.96,4536.99,6412.13,43099.3,3056.03,2603.48,4769.56,10923.8,1568.18,2633.87,488.898,2388.73,3625.11,3027.89,1244.67,1551.13,1209.26,4760.32,2216.3,4893.75,794.683,461.95,1162.05,1240.03,2224.7,6428.66,3514.09,1729.07,6145.94,720.359,2066.73,1415.24,1660.7,3465.93,2591.42,3317.77,1943.58
2020.16,4950.97,2021.9,1061.59,6283.65,56564.8,3999.7,2274.38,3442.9,955.238,1670.83,2142.76,1926.85,2335.02,49979.7,1411.61,2586.01,9540.66,2870.26,4206.88,11986.3,5208.84,3606.12,1936.62,7628.8,1925.68,2497.64,5573.03,17069.6,23567.1,2226.07,1963.9,9989.7,12046,1076.85,1107.83,1233.33,982.862,1684.99,836.021,1174.86,1753,1105.17,5725.16,3385.07,656.556,1164.05,799.738,1201.03,752.841,1652.39,3458.12,7835.83,2250.87,1709.7,521.921,1703.01,1237.02,739.629,3612.85,3498.69,3406.15,1484.64
4222.22,1157.11,3185.51,4678.49,3031.05,63530.2,3366.98,7622.07,1515.58,7290.73,2526.34,944.889,3907.84,1883.24,59881,6489.27,9614.11,4712.26,742.19,6764.14,19856.6,4679.3,5197.2,8082.86,2855.04,1727.6,5953.99,2098.73,14690.4,40774.6,439.688,3974.81,10789.6,9942.33,1766.64,2727.07,1732.99,1124.91,3717.84,874.992,1884.46,1459.7,1864.79,4144.2,8644.22,529.266,1032.49,1096.16,663.473,1080.25,3044.04,7400.35,4075.73,2037.49,2081.18,3998.42,1729.23,3440.69,1888.12,1294.7,9921.39,1607.41,2599.95
5939.37,2323.23,1842.12,2954.42,3376.73,67085.2,3689.51,2194.68,1661.98,2599.01,2035.19,1861.25,1787.96,2313.95,55848.8,998.375,5141.07,6311.58,809.532,9813.58,9186.57,3996.47,3964.84,10236.6,3455.93,1536.04,3590.56,5136.82,4185.49,40740.5,2388.48,2425.29,6126.45,14610.5,1463.71,1498.21,1325.4,1353.3,2024.09,1639.89,1177.75,1717.54,514.459,2646.09,4514.2,3552.95,395.327,1211.14,765.749,460.389,3121.42,4954.14,5701.96,1836.83,1055.94,2688.55,1878.97,1842.13,926.853,1234.07,3923.01,3994.68,799.971
1675.05,3372.21,8048.14,1051.1,4549.46,57176.6,4038.89,2221.13,4411.45,2429.33,3583.06,1207.64,3698.98,6099.14,42865.6,7367.26,1051.12,3728.76,6462.35,3211.09,14000.7,3545.25,5058.85,4247.71,2002.94,7295.21,4413.48,2532.75,4829.96,35571.4,1640.66,4095.18,12829.7,6630.35,3188.04,3415.3,897.654,2596.44,3513.52,655.111,1292.02,2077.27,909.174,3218.28,4750.07,2550.35,2382.91,959.125,993.473,748.364,3579.35,7215.76,924.471,4374.35,1350.32,2976,1822.41,765.74,2611.9,1629.03,6298.71,3163.5,2103.68
1984.43,3270.04,2954.68,2462.16,3630.91,61138.3,3665.1,2101.59,3500.87,1647.64,1847.68,688.596,1153.18,2734.15,54827.8,1850.4,6010.17,6819.37,4220.36,1919.13,2503.24,13243.9,2953.36,5736.39,3095.85,4187.61,1726.86,6373.82,5214.07,42096.3,1894.77,4225.49,3720.77,8695.51,1225.32,559.068,1322.16,1659.89,1883.26,911.197,1506.18,1237.82,1673.98,2192.87,6894.55,1644.31,2458.51,558.201,987.486,1275.4,1534.66,8427.93,1545.31,1872.54,1047.53,1832.76,2161.18,1901.13,1190.92,2095.93,5016.69,3456.22,2160.89
4121.32,3367,2265.49,1640.11,5300.74,54824.7,8187.1,5972.38,4180.87,2150.71,2163.09,829.023,1885.31,1690.62,62392.3,7066.71,1260.23,3565.55,5416.79,3224.9,3324.31,11877.1,2850.17,8190.74,2029.94,5516.35,3406.78,1102.19,33232.8,20609.4,841.774,4819.84,6560.71,11394.5,2042.41,1805.41,506.557,1338.57,2816.66,648.705,1931.18,1054.43,586.207,5453.96,3961.91,1643.42,1235.69,697.017,744.915,670.678,2612.05,8366.55,1506.77,1242.59,904.244,1686.43,1074.09,1939.44,1489.09,2542.92,5983.32,874.009,925.714
4200.71,1809.53,2286.28,7792.45,3275.5,63477.8,7817.14,10534.4,3358.89,3115.17,1696.24,1537.23,591.673,4756.24,58890.5,3741.67,2277.86,12326,8720.6,2713.64,3913.42,12794,2509.03,7558.69,7974.32,1905.63,3481.74,545.743,39295,21837.4,1398.9,4306.17,3494.79,13388.3,3543.92,2349.19,1762.9,1289.03,4731.79,2341.89,833.282,655.902,943.147,3161.82,11260.1,1080.8,2384.79,331.197,697.259,969.911,3372.02,5319.17,10636.4,1509.52,976.031,1608.51,3517.24,1617.62,1292.15,2201.61,4961.3,6766.94,1648.4
3103.59,1231.88,5499.65,2357.26,1512.52,59180.5,10262.7,5505.99,2804.3,2107.6,2505.67,1448.15,2198.05,5116.66,50733,4726.81,4269.12,8822.9,7936.25,12895.7,1383.8,11954.8,5893.75,1239.22,5258.53,3612.5,2705.27,1025.38,22762.3,18215.2,17259.9,1454.95,7757.69,10099.4,1732.33,775.805,1302.3,1141.05,2659.56,2401.5,1048.58,143.492,1470.55,7641.2,4373.28,1046.63,2510.19,553.968,399.327,683.749,1084.47,11168.9,993.39,1166.1,1653.61,3295.66,1967.73,989.809,2889.9,318.921,3147.74,5602.84,2508.98
3490.65,2232.05,1568.09,989.539,2914.37,64933.6,4222.94,5168.27,2157.43,3931.75,2601.93,2392.87,2142.4,1423.43,63997.6,2149.94,4476.27,1899.65,12605.5,5473.4,3252.95,13614.7,2763.52,3997.35,5468.82,865.674,5212.27,1804.01,32940.8,10938.4,3137.47,7399.32,7831.68,7023.21,4566.67,1756.31,1742.85,3661.84,1246.17,1132.05,1665.22,1459.4,692.208,2728.09,6596.77,1117.54,1497.2,1476.45,621.511,247.152,1652.16,11171.9,2310.15,1409.6,300.278,1629.89,1402.63,1576.53,1871.86,1643.69,6324.88,2108.87,3447.13
930.885,4539.72,1196.2,2531.91,3597.35,61440.8,5789.56,3666.58,1508.16,5017.11,647.464,3345.75,1006.92,2546.15,50877,2242.77,6037.08,6067.82,1253.97,16960.3,3479.97,9108.59,1575.19,4794.51,12089.4,1198.73,1991.03,3094.44,38098.2,12072.6,3366.46,2273.07,8691.99,6350.05,3082.27,1974.76,849.539,3362.92,1556.63,804.196,1775.78,2265.81,1544.04,3988.38,7028.77,1550.7,985.566,1025.99,409.889,718.829,2299.03,13068.3,511.701,1580.67,1160.06,2098.34,847.225,2758.72,2455.7,2861.97,4074.25,1691.33,3218.26
3980.61,2409.07,1248.41,962.673,1466.55,50298.9,3201.09,7442.12,3528.26,3763.8,1214.54,2812.55,565.79,1987.51,51698.2,1074.67,2285.19,4309.9,1488.41,13747.2,7496.08,7104.93,3354.58,2916.14,4410.28,3028.97,1410.9,2056.41,28987.4,11536.7,2653.09,2370.96,17248.3,5102.57,2895.48,3581.76,969.239,1849.17,1826.66,1219.8,1200.05,551.061,647.039,2955.33,5314.47,795.449,1032.52,494.726,349.484,300.62,2496.12,9008.06,381.184,2402.47,2005.81,2066.31,900.418,516.191,1490.97,942.261,2945.14,5341.34,1389.61
1716.23,5141,1572.63,3920.85,3229.43,47149.5,11453.6,3796.7,2772.61,1479.39,2563.31,1733.23,1320.77,1819.01,47878.6,3606.45,2947.45,2836.55,1427.95,13350.7,4840.03,4071.14,3984.75,6832.69,2578.59,3102.84,3575.93,6587.31,22967.3,10271.5,1564.11,6065.4,10893,6659.03,4949.24,1297.3,463.258,1566.23,2456.72,2092.32,677.416,441.892,567.154,5509.75,2611.89,3439.57,742.344,718.988,985.378,747.006,2231.33,9322.02,541.037,691.572,1748.63,2247.89,2201.95,644.552,433.298,1484.89,5922.45,716.563,3332.8
6203.54,1891.84,4154.48,4343.14,3077.12,63328.8,7241.53,1787.8,1063.45,3067.29,3096.63,2239.2,2879.17,1101.1,57273.5,10262,2740.59,5019.11,3120.58,8917.91,1586.91,15861.3,4216.47,9487.26,5027.96,1903.59,6266.52,1375.02,33807.5,12346.7,2834.74,2523.56,10265.4,9263.32,3500.28,3875.59,928.743,3425.43,1272.73,1333.19,2055.9,1319.23,975.271,6325.17,3254.41,2852.93,1952.19,2160.62,1199.93,624.484,6870.86,3132.88,2552.46,928.392,5694.83,1685.41,1822.32,353.215,2326.96,2453.65,6520.27,1306.66,2864.18
3590.5,1159.83,2994.22,1729.95,1488.69,56740.9,6533.95,5544.3,1474.73,3491.32,1975.18,2453.54,4292.56,892.546,43619.3,3806.96,14321,4058.25,4878.14,7390.26,13577.9,2863.32,2619.15,1587.64,4231.01,5221.87,5161.47,8569.77,20655.8,10105.1,2658.28,7581.56,11746.4,9095.22,1840.81,923.878,975.829,1941.76,4054.05,496.032,849.495,531.736,1169.39,4409.83,6539.75,2316.8,884.544,755.362,1368.06,1253.85,2049.68,8897.79,502.6,1462.86,1695.23,501.434,3702.69,412.109,1707.14,2376.96,2037.67,3307.85,2875.43
1514.95,3048.65,1632.03,2444.08,1798.18,52702.6,2885.72,8553.69,8416.1,2338.93,1160.95,2285.47,2320.95,3721.15,46399.3,3484.75,3454.72,4499.28,3746.32,13261.6,1517.23,8494.58,3540.66,1249.3,8438.4,488.147,6545.63,1954.22,24965.8,10183.8,4234.31,4345.28,7141.97,13220.9,2197.71,1557.63,1624.52,1506,2421.13,1507.97,478.604,582.579,810.636,3632.31,7183.45,1133.84,2320.02,567.066,1254.95,1051.2,2401.79,9318.07,787.84,3232.66,640.593,458.703,2763.83,1591.89,1776.05,843.25,5636.43,406.057,1857.85
2295.63,6664.38,1109.43,2471.38,2979.7,55409.3,5440.88,4146.52,4356.16,2690.4,311.066,1264.72,1637.18,3141.4,50780.4,1520.51,10984,6026.62,5840.08,9863.64,5427.52,2946.46,7596.7,1596.39,11653.1,402.08,2673.99,4201.26,20638.1,13777.9,4236.73,2062.57,7571.95,18292.9,1972.41,691.879,1008.51,1542.94,4162.76,868.009,296.082,829.264,2216.41,4034.78,4124.39,2363.46,1354.03,1087.97,409.797,731.595,3328.22,6347.89,1472.26,2322.83,1375.72,399.117,2752.77,1126.6,2851.71,594.008,4677.94,4746.87,452.558
2692.33,2434.57,2527.92,1960.11,2041.38,49634.9,967.871,1104.24,7761.08,1745.96,1028.69,2672.79,776.12,3737.46,49136.3,1814.81,11265.1,2255.64,3856.58,9624.44,4676.37,2770.86,11686.4,1454.98,6744.9,801.472,1168.49,10668.5,9292.57,22297.7,4963.15,3437.52,9307.67,12719,1122.72,1359.19,980.965,1528.09,2341.93,2719.14,599.941,826.236,651.414,3051.27,8252.83,1205.63,847.923,383.562,1744.67,1094.62,1830.89,7946.77,1164.63,1310.94,1203.11,1569.64,990.036,588.251,2663.6,3262.08,4975.01,2340.47,1287.55
2772.59,2314.28,2146.25,2638.37,938.582,64964.7,2278.68,8359.95,3668.4,2092.13,1035.59,1902.98,2173.39,3058.76,60783.2,3327.39,4573.44,2533.71,8286.58,3295.19,9018.4,16936.6,4269.26,2197.06,7014.93,2303.08,875.346,5219.62,10905.8,39675.3,862.358,6368.39,10606.1,10374,2896.36,875.535,550.248,2947.25,1835.15,1668.84,832.606,2238.09,399.146,4363.77,8055.67,698.152,1848.94,1205.68,532.09,1073.78,3649.07,4072.28,6341.93,459.235,1641.87,4390.54,1131.76,655.075,3130.78,1991.24,5196.38,4687.72,1431.03
3191.66,1293.51,1321.61,2097.53,1707.31,69414.9,6865.66,2091.19,1142.69,4583.68,1480.16,1092.61,1353.41,3176.3,51355.7,3280.47,11079.7,5159.97,639.47,15947.8,7494.82,9135.38,3517.77,8964.79,4270.69,3975.38,1850.91,7269.87,6140.73,36945.8,1271.45,1584.04,12439.8,11511.1,2678.86,253.669,1272.24,3014.37,1420.72,1386.42,1822.7,1972.79,747.694,1714.66,9666.57,1408.81,926.718,451.168,826.892,1143.9,3884.81,2438.25,7349.43,816.982,886.064,4464.06,1754.33,1601.08,1181.88,1216.78,3276.92,3151.29,2134.19
1394.65,564.716,5954.04,1038.35,5411.99,44334.5,8371.21,4046.05,1346.62,1360.93,1216.93,2670.14,1501.7,2599.64,49302.9,1849.07,754.277,11652.9,1954.32,10366,4997.58,6934.24,2198.16,4020.36,2595.38,6756.74,1273.95,5235.56,3202.3,41805.9,240.75,3781.96,6701.84,12167.2,1258.32,469.346,1406.05,606.322,2212.54,1030.76,1065.83,869.867,1889.79,1708.26,7518.43,820.772,223.478,599.996,1073.02,533.236,2060.48,2414.9,7051.21,1250.78,2005.54,524.269,1084.35,2179.18,364.926,2560.45,1482.06,1757.12,4601.08
1859.19,1153.08,2627.74,519.851,2192.75,51236.2,11715.7,1228.97,5602.72,1178.17,2454.35,2580.48,2431.27,2364.18,49859.3,1182.5,1710.69,15277.6,6006.78,8755.23,3825.07,3385.35,9700.95,3457.13,2202.85,2901.78,3042.48,6398.19,3964.53,41872.2,5178.43,1618.97,5470.44,17938.9,1269.35,2563.62,731.976,1611.02,2665.93,2144.02,320.161,1320,1985.9,7556.52,3006.84,723.836,1142.76,1348.88,591.396,596.776,4544.25,2361.32,5087.92,3726.32,1924.64,2969.09,660.724,949.699,1346.31,3796.46,1175.66,4827.15,2335.18
2449.92,1205.86,3973.75,1744.73,1692.01,53814,9055.48,1854.25,19432.7,1022.08,2120.92,810.552,3179.88,1699.36,56123,3936.9,2612.48,11115.4,935.878,12435.2,4507.71,1558.61,6788.98,8023.63,5665.25,1485.8,4998.59,9340.48,4360.07,34669.8,2966.37,2066.1,4789.69,19858.4,2026.84,1528.32,1674.97,877.827,2524.24,1380.62,475.986,1691.48,1357.81,7939.46,1797.61,3277.99,826.683,1439.75,133.651,1405.44,7037.72,3313.97,5070.86,2694.11,1336.49,2430.18,738.88,3322.59,514.949,1064.76,1618.19,9586.06,3582.13
1739.69,2851.83,6381.17,3400.86,2992.94,49157.8,17527.4,2846.08,12739.4,2346.76,3089.26,1524.75,2988.97,2719.9,44704.5,19758,6872,11624.5,2210.72,14647,879.114,7053.6,4782.56,5239.29,11863.7,933.177,2701.93,6110.62,10836.2,36549.2,1881.35,2712.23,4326.14,17929.4,6345.78,2265.29,1683.96,1383.02,2268.97,3620.84,1668.81,3643.87,696.251,7644.67,2158.79,8018.47,629.967,1147.75,385.53,2575.28,1031.08,10773.3,2485.02,8073.7,1196.08,3175.57,1109.65,3418.06,1221.75,955.273,7368.81,4757.25,5789.52
3344.29,1462.05,815.022,8494.7,1404.17,49931.1,3136.2,6735.3,12444.5,1203.68,2294.28,2749.64,3780.38,2530.64,65365.3,4014.77,661.213,7794.4,8711.77,5174.9,751.67,18873.5,2366.07,2202.03,6635.75,4501,4342.39,9894.85,20112.8,25589.9,5518.73,3582.34,6952.98,11921.6,1301.31,2656.36,1170.66,779.261,3917.74,2767.75,655.16,2127.41,1418.57,8713.84,1791.48,2250.18,2678.02,605.108,1800.24,662.386,491.403,12815.7,2205.14,5887.81,593.751,1868.22,1088.08,1073.61,1119.59,3306.74,4295.1,3787.65,2408.71
959.043,2435.33,860.754,2760.36,3553.85,45416.5,6701.44,9935.08,3005.82,420.035,689.242,1676.92,1168.77,5123.21,50897.2,3106.94,2325,17576.3,1643.66,2050.65,1108.56,10115.3,7511.61,1699.48,7202.16,1854.78,5209.86,3101.89,20173.2,24518.6,1569.12,2239.27,8082.23,9675.1,2522.65,1340.74,833.248,3168.42,1639.23,1104.22,1360.97,1412.93,1375.26,7605.25,1627.15,613.445,604.876,773.684,815.608,1871.11,1901.66,4718.16,5711.08,1768.36,450.373,1619.54,940.65,2915.18,1216.97,1118.97,4023.86,2889.52,4173.9
1485.45,3999.42,5599.31,4634.07,2598.76,50742.9,1147.11,9154.69,6610.79,851.384,2396.48,1530.8,3509.03,1573.28,57235.9,1468.71,1753.63,15405.5,7900.54,1197.18,1156.44,16866.2,6538.29,2668.79,4222.12,2549.75,4542.3,3471.14,22214.5,26868.5,755.74,1746.97,11549.9,14128.5,2722.86,966.011,1317.18,1233.04,2442.13,1517.32,1036.69,1732.5,2374.93,5962.68,1927.54,821.057,2594.81,1204.41,1480.21,680.553,2730.51,4462.96,8382.96,844.138,698.11,2588.16,888.312,2801.99,1231.83,669.959,5318.69,1149.4,3735.98
1342.2,6097.7,3077.94,1294.75,3143.33,55419.6,2786.35,17257.9,3006.61,2278.82,1134.97,1184.63,3581.97,1533.81,59052.7,5868.45,3577.6,4049.62,11451.3,763.061,4144.94,16033,5101.45,1109.32,2888.05,3098.41,6755.36,7474.49,11730.6,31314.3,2574.82,7840.05,5950.62,11693.3,1664.67,2164.83,1096.08,2819.19,4623.49,1948.9,1019.65,934.118,946.665,6859.96,1139.39,2619.32,2776.04,2236.04,1062.47,514.364,1663.8,8791.14,2210.4,2556.06,1831.24,698.272,1920.91,1499.96,1396.35,1519.34,3542.95,7555.33,2743.19
7176.23,848.803,2015.61,1389.09,4024.81,56072.6,1681.28,2397.17,1417.08,1044.09,1130.74,1619.3,1594.56,6406.82,43601.3,2969.27,5069.96,956.972,8542.1,895.278,16307,5807.89,2638.02,3547.99,846.449,1843.53,8942.24,3230.04,15379.4,19034.1,3610.81,1734.9,10722.2,10594.2,3084.67,1343.63,951.938,921.568,3004.16,1237.01,1126.2,2616.19,782.569,4487.55,1177.41,3143.12,881.276,1607.18,388.724,527.827,1779.26,3718.77,4091.16,1876.75,2382.71,350.666,1344.02,2613.05,1130.34,768.953,5884.99,3363,1565.51
2858.58,2239.34,3247.99,2655.05,1972.05,71306.2,5596.89,3763.07,4740.29,2186.78,1505.54,1264.24,2486.18,2560.1,59289.7,4197.54,1896.99,2592.11,13518.3,1020.89,24550.2,8925.32,5203.84,1697.61,6660.96,997.724,4348.79,1585.36,31258.3,24953.6,1207.06,2594.34,11387.4,16198,2087.71,1208.82,1313.51,3098.97,1847.17,1693.03,1466.92,1216.39,1638.03,6605.67,2386.37,3773.94,1591.16,986.001,296.221,2069.22,2711.14,9306.84,2185.91,2690.58,2455.17,1551.8,2868.03,701.292,1437.42,1493.5,7090.11,2932.35,3227.42
1718.27,1646.86,1533.78,3804.64,1750.7,58923.3,2335.5,3595.33,2783.33,1491.32,1318.25,4630.17,2363.87,2286.02,46696.9,1141.81,5266.18,2099.28,18862.2,830.01,3474.01,15533.1,5104.38,1732.88,2371.42,741.829,5222,4115.78,12168.4,33695.9,1740.62,3627.63,4872.26,12977.1,1642.6,1542.06,1049.95,2942.93,1329.69,1185.52,1220.01,1610.3,590.078,5311.2,2395.59,1813.97,1227.64,536.247,699.813,743.618,1687.56,6810.86,2242.33,3673.1,461.879,1265.75,2352.01,1047.86,245.501,1859.36,4092.42,5267.87,1209.85
1730.43,2071.78,1299.29,3267.75,982.258,52737.1,3115.72,1410.7,2935.39,1491.6,1212.98,1638.74,700.615,2374.88,48203.9,873.776,2534.35,7252.82,16535.8,622.545,3014.79,9576.21,1195.92,1166.25,3407.93,539.491,5609.7,6650.7,14612.5,20543.7,1909.85,2565.32,7385.2,12830.8,4271.72,1708,439.876,2774.08,2807.16,985.147,1294.88,688.432,993.863,3079.56,4045.82,2242.9,464.05,467.724,347.614,1320.21,2822.2,5598.68,3835.47,943.839,1804.88,1222.11,1419.21,627.343,397.711,1069.42,7886.28,1194.24,1096.55
